base hex  timestamps absolute
2503.24295 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2503.40326 2 0737       Rx   d 8 07 23 00 00 90 A0 00 04 
2503.63827 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2503.89089 2 0737       Rx   d 8 07 23 00 00 90 A4 00 04 
2504.14997 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2504.38108 2 0737       Rx   d 8 07 23 00 00 90 A8 00 04 
2504.68209 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2504.79596 2 0737       Rx   d 8 07 23 00 00 90 AC 00 04 
2505.04752 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2505.25699 2 0737       Rx   d 8 07 23 00 00 90 B0 00 04 
2505.57900 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2505.72400 2 0737       Rx   d 8 07 23 00 00 90 B4 00 04 
2506.04639 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2506.20232 2 0737       Rx   d 8 07 23 00 00 90 B8 00 04 
2506.44793 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2506.51222 2 0737       Rx   d 8 07 23 00 00 90 BC 00 04 
2506.78607 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2506.95466 2 0737       Rx   d 8 07 23 00 00 90 C0 00 04 
2507.24671 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2507.28556 2 0737       Rx   d 8 07 23 00 00 90 C4 00 04 
2507.58811 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2507.75432 2 0737       Rx   d 8 07 23 00 00 90 C8 00 04 
2508.04843 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2508.08651 2 0737       Rx   d 8 07 23 00 00 90 CC 00 04 
2508.38242 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2508.70113 2 0737       Rx   d 8 07 23 00 00 90 D0 00 04 
2508.94316 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2509.18060 2 0737       Rx   d 8 07 23 00 00 90 D4 00 04 
2509.44743 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2509.64873 2 0737       Rx   d 8 07 23 00 00 90 D8 00 04 
2509.98909 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2510.30128 2 0737       Rx   d 8 07 23 00 00 90 DC 00 04 
2510.56819 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2510.72682 2 0737       Rx   d 8 07 23 00 00 90 E0 00 04 
2511.10179 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2511.35082 2 0737       Rx   d 8 07 23 00 00 90 E4 00 04 
2511.64631 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2511.83494 2 0737       Rx   d 8 07 23 00 00 90 E8 00 04 
2512.14371 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2512.30324 2 0737       Rx   d 8 07 23 00 00 90 EC 00 04 
2512.57270 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2512.75282 2 0737       Rx   d 8 07 23 00 00 90 F0 00 04 
2513.04264 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2513.22594 2 0737       Rx   d 8 07 23 00 00 90 F4 00 04 
2513.57318 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2513.67460 2 0737       Rx   d 8 07 23 00 00 90 F8 00 04 
2513.98525 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2514.31496 2 0737       Rx   d 8 07 23 00 00 90 FC 00 04 
2514.56803 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2514.79475 2 0737       Rx   d 8 07 23 00 00 91 00 00 04 
2515.04156 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2515.25776 2 0737       Rx   d 8 07 23 00 00 91 04 00 04 
2515.58606 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2515.90418 2 0737       Rx   d 8 07 23 00 00 91 08 00 04 
2516.14059 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2516.38514 2 0737       Rx   d 8 07 23 00 00 91 0C 00 04 
2516.65049 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2516.80508 2 0737       Rx   d 8 07 23 00 00 91 10 00 04 
2517.04138 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2517.28702 2 0737       Rx   d 8 07 23 00 00 91 14 00 04 
2517.57571 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2517.74552 2 0737       Rx   d 8 07 23 00 00 91 18 00 04 
2518.04050 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2518.21544 2 0737       Rx   d 8 07 23 00 00 91 1C 00 04 
2518.57022 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2518.67394 2 0737       Rx   d 8 07 23 00 00 91 20 00 04 
2518.94762 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2519.14406 2 0737       Rx   d 8 07 23 00 00 91 24 00 04 
2519.43436 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2519.61545 2 0737       Rx   d 8 07 23 00 00 91 28 00 04 
2519.94209 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2520.06983 2 0737       Rx   d 8 07 23 00 00 91 2C 00 04 
2520.38307 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2520.55393 2 0737       Rx   d 8 07 23 00 00 91 30 00 04 
2520.86154 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2521.18006 2 0737       Rx   d 8 07 23 00 00 91 34 00 04 
2521.43799 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2521.65994 2 0737       Rx   d 8 07 23 00 00 91 38 00 04 
2521.98470 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2522.31085 2 0737       Rx   d 8 07 23 00 00 91 3C 00 04 
2522.56828 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2522.78395 2 0737       Rx   d 8 07 23 00 00 91 40 00 04 
2523.04029 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2523.11622 2 0737       Rx   d 8 07 23 00 00 91 44 00 04 
2523.43770 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2523.75273 2 0737       Rx   d 8 07 23 00 00 91 48 00 04 
2524.06245 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2524.34255 2 0737       Rx   d 8 07 23 00 00 91 4C 00 04 
2524.64719 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2524.79413 2 0737       Rx   d 8 07 23 00 00 91 50 00 04 
2525.03921 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2525.26763 2 0737       Rx   d 8 07 23 00 00 91 54 00 04 
2525.57609 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2525.73870 2 0737       Rx   d 8 07 23 00 00 91 58 00 04 
2526.03908 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2526.19668 2 0737       Rx   d 8 07 23 00 00 91 5C 00 04 
2526.47221 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2526.67287 2 0737       Rx   d 8 07 23 00 00 91 60 00 04 
2526.95288 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2527.10996 2 0737       Rx   d 8 07 23 00 00 91 64 00 04 
2527.43543 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2527.58816 2 0737       Rx   d 8 07 23 00 00 91 68 00 04 
2527.83769 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2527.90901 2 0737       Rx   d 8 07 23 00 00 91 6C 00 04 
2528.13893 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2528.23360 2 0737       Rx   d 8 07 23 00 00 91 70 00 04 
2528.55798 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2528.88429 2 0737       Rx   d 8 07 23 00 00 91 74 00 04 
2529.14007 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2529.35693 2 0737       Rx   d 8 07 23 00 00 91 78 00 04 
2529.67194 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2529.93964 2 0737       Rx   d 8 07 23 00 00 91 7C 00 04 
2530.22657 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2530.41516 2 0737       Rx   d 8 07 23 00 00 91 80 00 04 
2530.73743 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2530.88191 2 0737       Rx   d 8 07 23 00 00 91 84 00 04 
2531.13788 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2531.35057 2 0737       Rx   d 8 07 23 00 00 91 88 00 04 
2531.62362 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2531.81806 2 0737       Rx   d 8 07 23 00 00 91 8C 00 04 
2532.14039 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2532.29316 2 0737       Rx   d 8 07 23 00 00 91 90 00 04 
2532.55819 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2532.76962 2 0737       Rx   d 8 07 23 00 00 91 94 00 04 
2533.03318 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2533.22723 2 0737       Rx   d 8 07 23 00 00 91 98 00 04 
2533.57453 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2533.69928 2 0737       Rx   d 8 07 23 00 00 91 9C 00 04 
2533.94187 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2533.99401 2 0737       Rx   d 8 07 23 00 00 91 A0 00 04 
2534.23494 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2534.31714 2 0737       Rx   d 8 07 23 00 00 91 A4 00 04 
2534.64424 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2534.79719 2 0737       Rx   d 8 07 23 00 00 91 A8 00 04 
2535.04089 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2535.11757 2 0737       Rx   d 8 07 23 00 00 91 AC 00 04 
2535.43588 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2535.76414 2 0737       Rx   d 8 07 23 00 00 91 B0 00 04 
2536.08591 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2536.39440 2 0737       Rx   d 8 07 23 00 00 91 B4 00 04 
2536.63225 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2536.81876 2 0737       Rx   d 8 07 23 00 00 91 B8 00 04 
2537.12112 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2537.28331 2 0737       Rx   d 8 07 23 00 00 91 BC 00 04 
2537.55321 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2537.74798 2 0737       Rx   d 8 07 23 00 00 91 C0 00 04 
2538.02243 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2538.22941 2 0737       Rx   d 8 07 23 00 00 91 C4 00 04 
2538.54978 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2538.69618 2 0737       Rx   d 8 07 23 00 00 91 C8 00 04 
2538.97079 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2539.15834 2 0737       Rx   d 8 07 23 00 00 91 CC 00 04 
2539.43908 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2539.61201 2 0737       Rx   d 8 07 23 00 00 91 D0 00 04 
2539.94234 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2540.08951 2 0737       Rx   d 8 07 23 00 00 91 D4 00 04 
2540.33886 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2540.40096 2 0737       Rx   d 8 07 23 00 00 91 D8 00 04 
2540.74311 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2541.03630 2 0737       Rx   d 8 07 23 00 00 91 DC 00 04 
2541.37126 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2541.63388 2 0737       Rx   d 8 07 23 00 00 91 E0 00 04 
2541.93888 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2542.11264 2 0737       Rx   d 8 07 23 00 00 91 E4 00 04 
2542.41785 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2542.58875 2 0737       Rx   d 8 07 23 00 00 91 E8 00 04 
2542.83675 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2543.05021 2 0737       Rx   d 8 07 23 00 00 91 EC 00 04 
2543.32000 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2543.44298 2 0737       Rx   d 8 07 23 00 00 91 F0 00 04 
2543.72124 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2543.77956 2 0737       Rx   d 8 07 23 00 00 91 F4 00 04 
2544.02618 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2544.09299 2 0737       Rx   d 8 07 23 00 00 91 F8 00 04 
2544.41987 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2544.57839 2 0737       Rx   d 8 07 23 00 00 91 FC 00 04 
2544.74265 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2544.89435 2 0737       Rx   d 8 07 23 00 00 92 00 00 04 
2545.13574 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2545.20844 2 0737       Rx   d 8 07 23 00 00 92 04 00 04 
2545.56675 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2545.68046 2 0737       Rx   d 8 07 23 00 00 92 08 00 04 
2545.94065 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2546.00846 2 0737       Rx   d 8 07 23 00 00 92 0C 00 04 
2546.33926 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2546.59517 2 0737       Rx   d 8 07 23 00 00 92 10 00 04 
2546.97921 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2547.11857 2 0737       Rx   d 8 07 23 00 00 92 14 00 04 
2547.44727 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2547.60436 2 0737       Rx   d 8 07 23 00 00 92 18 00 04 
2547.93805 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2548.09267 2 0737       Rx   d 8 07 23 00 00 92 1C 00 04 
2548.34100 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2548.40320 2 0737       Rx   d 8 07 23 00 00 92 20 00 04 
2548.74240 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2548.89544 2 0737       Rx   d 8 07 23 00 00 92 24 00 04 
2549.23415 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2549.37816 2 0737       Rx   d 8 07 23 00 00 92 28 00 04 
2549.55444 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2549.70349 2 0737       Rx   d 8 07 23 00 00 92 2C 00 04 
2550.02313 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2550.17552 2 0737       Rx   d 8 07 23 00 00 92 30 00 04 
2550.41637 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2550.49508 2 0737       Rx   d 8 07 23 00 00 92 34 00 04 
2550.81594 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2550.98050 2 0737       Rx   d 8 07 23 00 00 92 38 00 04 
2551.21581 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2551.29847 2 0737       Rx   d 8 07 23 00 00 92 3C 00 04 
2551.61555 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2551.78066 2 0737       Rx   d 8 07 23 00 00 92 40 00 04 
2552.02313 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2552.09932 2 0737       Rx   d 8 07 23 00 00 92 44 00 04 
2552.42265 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2552.58119 2 0737       Rx   d 8 07 23 00 00 92 48 00 04 
2552.82214 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2552.89767 2 0737       Rx   d 8 07 23 00 00 92 4C 00 04 
2553.22276 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2553.38072 2 0737       Rx   d 8 07 23 00 00 92 50 00 04 
2553.62273 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2553.85260 2 0737       Rx   d 8 07 23 00 00 92 54 00 04 
2554.12150 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2554.34289 2 0737       Rx   d 8 07 23 00 00 92 58 00 04 
2554.65152 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2554.98220 2 0737       Rx   d 8 07 23 00 00 92 5C 00 04 
2555.22109 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2555.38030 2 0737       Rx   d 8 07 23 00 00 92 60 00 04 
2555.62507 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2555.77759 2 0737       Rx   d 8 07 23 00 00 92 64 00 04 
2556.02026 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2556.10281 2 0737       Rx   d 8 07 23 00 00 92 68 00 04 
2556.41374 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2556.57973 2 0737       Rx   d 8 07 23 00 00 92 6C 00 04 
2556.81344 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2556.90421 2 0737       Rx   d 8 07 23 00 00 92 70 00 04 
2557.21650 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2557.37949 2 0737       Rx   d 8 07 23 00 00 92 74 00 04 
2557.61990 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2557.70675 2 0737       Rx   d 8 07 23 00 00 92 78 00 04 
2558.02225 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2558.17428 2 0737       Rx   d 8 07 23 00 00 92 7C 00 04 
2558.40908 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2558.45498 2 0737       Rx   d 8 07 23 00 00 92 80 00 04 
2558.72055 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2558.77504 2 0737       Rx   d 8 07 23 00 00 92 84 00 04 
2559.01844 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2559.14481 2 0737       Rx   d 8 07 23 00 00 92 88 00 04 
2559.45864 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2559.57412 2 0737       Rx   d 8 07 23 00 00 92 8C 00 04 
2559.80925 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2560.05117 2 0737       Rx   d 8 07 23 00 00 92 90 00 04 
2560.31927 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2560.53511 2 0737       Rx   d 8 07 23 00 00 92 94 00 04 
2560.80809 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2560.90509 2 0737       Rx   d 8 07 23 00 00 92 98 00 04 
2561.21781 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2561.37824 2 0737       Rx   d 8 07 23 00 00 92 9C 00 04 
2561.60864 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2561.71301 2 0737       Rx   d 8 07 23 00 00 92 A0 00 04 
2562.01788 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2562.17624 2 0737       Rx   d 8 07 23 00 00 92 A4 00 04 
2562.41721 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2562.50902 2 0737       Rx   d 8 07 23 00 00 92 A8 00 04 
2562.81429 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2562.98143 2 0737       Rx   d 8 07 23 00 00 92 AC 00 04 
2563.21659 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2563.25535 2 0737       Rx   d 8 07 23 00 00 92 B0 00 04 
2563.41718 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2563.57526 2 0737       Rx   d 8 07 23 00 00 92 B4 00 04 
2563.80741 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2563.89492 2 0737       Rx   d 8 07 23 00 00 92 B8 00 04 
2564.21621 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2564.37218 2 0737       Rx   d 8 07 23 00 00 92 BC 00 04 
2564.62633 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2564.69565 2 0737       Rx   d 8 07 23 00 00 92 C0 00 04 
2565.01674 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2565.22503 2 0737       Rx   d 8 07 23 00 00 92 C4 00 04 
2565.54950 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2565.65378 2 0737       Rx   d 8 07 23 00 00 92 C8 00 04 
2565.91477 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2566.18013 2 0737       Rx   d 8 07 23 00 00 92 CC 00 04 
2566.41591 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2566.51063 2 0737       Rx   d 8 07 23 00 00 92 D0 00 04 
2566.81870 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2567.08811 2 0737       Rx   d 8 07 23 00 00 92 D4 00 04 
2567.41543 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2567.57257 2 0737       Rx   d 8 07 23 00 00 92 D8 00 04 
2567.81532 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2567.89279 2 0737       Rx   d 8 07 23 00 00 92 DC 00 04 
2568.20719 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2568.50719 2 0737       Rx   d 8 07 23 00 00 92 E0 00 04 
2568.81482 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2568.98329 2 0737       Rx   d 8 07 23 00 00 92 E4 00 04 
2569.22151 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2569.60034 2 0737       Rx   d 8 07 23 00 00 92 E8 00 04 
2569.91391 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2570.08174 2 0737       Rx   d 8 07 23 00 00 92 EC 00 04 
2570.40338 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2570.55891 2 0737       Rx   d 8 07 23 00 00 92 F0 00 04 
2570.81978 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2571.03251 2 0737       Rx   d 8 07 23 00 00 92 F4 00 04 
2571.31534 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2571.48311 2 0737       Rx   d 8 07 23 00 00 92 F8 00 04 
2571.70547 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2571.79395 2 0737       Rx   d 8 07 23 00 00 92 FC 00 04 
2572.11266 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2572.26803 2 0737       Rx   d 8 07 23 00 00 93 00 00 04 
2572.53308 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2572.75588 2 0737       Rx   d 8 07 23 00 00 93 04 00 04 
2573.00525 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2573.23337 2 0737       Rx   d 8 07 23 00 00 93 08 00 04 
2573.56107 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2573.73589 2 0737       Rx   d 8 07 23 00 00 93 0C 00 04 
2574.03022 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2574.28325 2 0737       Rx   d 8 07 23 00 00 93 10 00 04 
2574.61448 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2574.77201 2 0737       Rx   d 8 07 23 00 00 93 14 00 04 
2575.01107 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2575.08976 2 0737       Rx   d 8 07 23 00 00 93 18 00 04 
2575.40327 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2575.57203 2 0737       Rx   d 8 07 23 00 00 93 1C 00 04 
2575.80328 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2575.89195 2 0737       Rx   d 8 07 23 00 00 93 20 00 04 
2576.21082 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2576.37130 2 0737       Rx   d 8 07 23 00 00 93 24 00 04 
2576.62426 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2576.69545 2 0737       Rx   d 8 07 23 00 00 93 28 00 04 
2577.01318 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2577.16962 2 0737       Rx   d 8 07 23 00 00 93 2C 00 04 
2577.40997 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2577.48956 2 0737       Rx   d 8 07 23 00 00 93 30 00 04 
2577.79975 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2577.97104 2 0737       Rx   d 8 07 23 00 00 93 34 00 04 
2578.20236 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2578.28865 2 0737       Rx   d 8 07 23 00 00 93 38 00 04 
2578.61207 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2578.77149 2 0737       Rx   d 8 07 23 00 00 93 3C 00 04 
2579.00918 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2579.24527 2 0737       Rx   d 8 07 23 00 00 93 40 00 04 
2579.53931 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2579.73096 2 0737       Rx   d 8 07 23 00 00 93 44 00 04 
2580.00781 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2580.17644 2 0737       Rx   d 8 07 23 00 00 93 48 00 04 
2580.53161 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2580.79524 2 0737       Rx   d 8 07 23 00 00 93 4C 00 04 
2581.10700 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2581.16695 2 0737       Rx   d 8 07 23 00 00 93 50 00 04 
2581.41769 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2581.48822 2 0737       Rx   d 8 07 23 00 00 93 54 00 04 
2581.73676 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2581.80921 2 0737       Rx   d 8 07 23 00 00 93 58 00 04 
2582.09803 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2582.13076 2 0737       Rx   d 8 07 23 00 00 93 5C 00 04 
2582.40751 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2582.44615 2 0737       Rx   d 8 07 23 00 00 93 60 00 04 
2582.70689 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2582.76708 2 0737       Rx   d 8 07 23 00 00 93 64 00 04 
2583.01659 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2583.08803 2 0737       Rx   d 8 07 23 00 00 93 68 00 04 
2583.40747 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2583.56711 2 0737       Rx   d 8 07 23 00 00 93 6C 00 04 
2583.80667 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2583.88915 2 0737       Rx   d 8 07 23 00 00 93 70 00 04 
2584.19907 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2584.36748 2 0737       Rx   d 8 07 23 00 00 93 74 00 04 
2584.60857 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2584.69138 2 0737       Rx   d 8 07 23 00 00 93 78 00 04 
2585.00553 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2585.33022 2 0737       Rx   d 8 07 23 00 00 93 7C 00 04 
2585.61545 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2585.79453 2 0737       Rx   d 8 07 23 00 00 93 80 00 04 
2586.09513 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2586.28226 2 0737       Rx   d 8 07 23 00 00 93 84 00 04 
2586.55410 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2586.73607 2 0737       Rx   d 8 07 23 00 00 93 88 00 04 
2587.00506 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2587.21913 2 0737       Rx   d 8 07 23 00 00 93 8C 00 04 
2587.53747 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2587.56628 2 0737       Rx   d 8 07 23 00 00 93 90 00 04 
2587.80276 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2587.88496 2 0737       Rx   d 8 07 23 00 00 93 94 00 04 
